User_screen_name,User_name,Location,Created_at,Followers_count,Friend_count,Favourites_count,Language,Protected,Time_zone,Verified,Statuses_count,Url,Description
SAMKLEF,PRESIDENT SAMKLEF,United States,2009-10-24 9:45:25,576442,7285,21679,,FALSE,,TRUE,19706,https://t.co/8YFruLmfwp,WORLD STAR OF AFRICA...THE BLOGGINAIRE! FOR ADVERT X BOOKINGS PLS REFER TO THIS EMAIL. @klefsoundtv@gmail.com
Baudex,BABATUNDE OYEBODE 🇦🇪,"Dubai, United Arab Emirates",2010-06-23 0:48:19,258830,7223,14,,FALSE,,TRUE,16985,https://t.co/Razr5WeKOd,ℙℝ/𝕊𝕆ℂ𝕀𝔸𝕃 𝕄𝔼𝔻𝕀𝔸 𝔹ℝ𝔸ℕ𝔻-𝔹𝕌𝕊𝕀ℕ𝔼𝕊𝕊 𝕄𝔸ℝ𝕂𝔼𝕋𝕀ℕ𝔾/𝕀ℕ𝔽𝕃𝕌𝔼ℕℂ𝔼ℝ
Al_ameen_Yabo,Al'ameen✨,"Kaduna, Nigeria",2015-01-20 13:47:24,49761,6414,75320,,FALSE,,FALSE,67368,,POP expert||I'm NORTH perfect||Industrial Chemist in the making||Extrovert||Movies and games addict||Whatsapp/call me for business. 08140206282||#HalaMadrid||
TECNOMobileNG,TECNO Mobile Nigeria,Nigeria,2012-12-05 0:39:59,398023,6358,1592,,FALSE,,TRUE,15056,https://t.co/wWTAb7SIoe,"Official Twitter page for TECNO Mobile Nigeria. Follow for real time updates, stories and more."
Naijanewsmagtv,Prince Ighodalo,Nigeria,2012-03-03 6:08:26,101115,6350,211,,FALSE,,FALSE,164430,https://t.co/Iw7sQpgOEq,Digital Media/PR | Publisher @Naijanewsmag247
obyezeks,Oby Ezekwesili,"Abuja, Nigeria!",2009-04-21 23:09:07,1050295,6083,48968,,FALSE,,TRUE,106221,https://t.co/MBTH4ieprQ,"A fiercely passionate believer in the public good of nations, serving before leading. Validated by God and my Dad who taught me to never dignify nonsense."
mareeyerhh,QUEEN IN THE NORTH👸,kaduna/Abuja,2019-06-29 15:04:20,61641,5981,20010,,FALSE,,FALSE,38390,,"DM FOR PROMOTIONS/ADVERTS




i also sell shoes,bodycons and straight skirts..call 08067192010 or whatsapp to order."
FirstBankngr,FirstBank Nigeria,"Lagos, Nigeria.",2011-04-06 14:56:04,496174,5971,896,,FALSE,,TRUE,86173,https://t.co/lZmSsojzhG,"Your personal finance cheerleader for over 125years. Download the FirstMobile App today. For all complaints & service issues, kindly contact @fbn_help"
FrankHasAPlan,Frank Nwafor,"Lagos,Nigeria",2010-11-16 3:32:15,35962,5940,1411,,FALSE,,FALSE,105282,https://t.co/vOwo8aAgFR,beautiful things happen when Frank has a plan🧞‍♂️ | Founder @pimpgod_ng & Sound Genie Global | music consultant
OlisaOsega,Mazi Olisaemeka C. ™,Nigeria,2010-04-03 5:24:58,85239,5933,0,,FALSE,,FALSE,768109,https://t.co/PSuSgohfiw,Realist. Thinker. Certified internet junkie. Avid Music Fanatic. Food Lover. olisaemekaanagor@gmail.com
Gidi_Traffic,GIDITRAFFIC,Everywhere,2011-09-23 21:09:00,1690399,5828,15012,,FALSE,,TRUE,931898,,GIDITRAFFIC -Lending Each Other An Eye-  #TrafficUpdates #CityScout #GIDITRAFFIC #GiditrafficTv #InformationHub  info@giditraffic.com
Iceprincezamani,Iceprince,Worldwide,2009-02-11 8:04:34,2642032,5779,273,,FALSE,,TRUE,53973,https://t.co/KpLOMY6hNo,Super Cool Cats | Bookings Dami@dvppermusic.com
Realomosexy,"Dr Omotola .j. Ekeinde , MFR",contact:- yepng1@yahoo.com,2009-08-22 13:27:54,1326071,5735,2173,,FALSE,,TRUE,29669,https://t.co/vXcUG0pEkP,"Actress • singer • founder Teffest, Oyep • UNWFP ambassador • Amnesty Int activist • One of 2013 Time100 most influential in the world • Academy voting Member"
orla_mide,HorlaMide #Laycon #BBNaija,PENG TING ❤,2019-08-24 10:51:35,81138,5711,87609,,FALSE,,FALSE,58385,https://t.co/qtLXF8k5pf,"WIZKID all the way! || DM For Promotions, Ads/Campaigns|| I shoot 📸"
TONTOLET,TONTO DIKEH,"Lagos,Abuja,Nigeria",2010-01-05 17:36:23,1316649,5647,1791,,FALSE,,TRUE,117905,https://t.co/wtbZKEZoN4,•Yummy mummy•Business Tycoon •Petrochemical Engineer•Nollywood Actor•Entertainer• tontodikehmanagement@gmail.com
koredebello,Table For Two 🥂,A state of Joy 🌐,2009-10-19 15:27:53,540529,5489,22029,,FALSE,,TRUE,60824,https://t.co/j1sAIkl1Rw,"How you feeling today ?!


                                                Bookings @CasperTainment    
            
Email: koredebello@caspertainment.agency"
UcheDandyMUFC,Uche Daniel,"Lagos, Nigeria",2009-06-22 12:10:58,38633,5437,2487,,FALSE,,FALSE,518334,https://t.co/d3baDVo2Db,Java Guy | Manchester United fan with a passion | Son of a praying Mother | Favored child of a Glorious God | You Can’t Shame The Shameless😌|Views are MINE😊
MaziIbe_,Mazi Ibe,.... left side of sanity,2010-02-09 12:41:58,284129,5226,4723,,FALSE,,FALSE,439820,https://t.co/9EAlfLyMbg,Brand Ambassador @lotto9jang - Columnist @businessdayng - PR - Brand Manager - Ads and Promotions 📧 ipissmedia@gmail.com info@ipissmedia.com.ng
MaziIbe_,Mazi Ibe,.... left side of sanity,2010-02-09 12:41:58,284153,5224,4723,,FALSE,,FALSE,439825,https://t.co/9EAlfLyMbg,Brand Ambassador @lotto9jang - Columnist @businessdayng - PR - Brand Manager - Ads and Promotions 📧 ipissmedia@gmail.com info@ipissmedia.com.ng
AirtelNigeria,Airtel Nigeria,Nigeria,2011-07-25 13:06:07,556366,4927,618,,FALSE,,TRUE,57789,https://t.co/lQQIAiqOfN,Rated top Nigerian company to work for on Jobberman 🥇. Home of Nigeria’s coolest network subscribers. Customer care:@airtel_care https://t.co/iz3jodNSB8
chidimokeme,chidi mokeme,"Lagos,Nigeria",2009-04-08 22:32:44,168272,4795,124,,FALSE,,FALSE,19947,https://t.co/umRTSNJifh,"Actor, Film Maker, Transformational Speaker, Activist, Lifematician, Entrepreneur"
ogundamisi,Káyọ̀dé Ògúndámisí,Lagos. London.,2009-03-09 0:33:53,561758,4760,5606,,FALSE,,TRUE,160063,https://t.co/3nwXzgIlWa,"The Canary! Proudly 🇳🇬🇬🇧

I comment on Nigeria and the Globe.

Comments are in my personal capacity."
wandecoal,Wande Coal,Nigeria,2009-04-30 7:26:19,1997493,4739,3426,,FALSE,,TRUE,23310,https://t.co/l9vH034Sd0,New Song #NaughtyGirl Out Now! 🔌 Inquiries: Booking@starstruckmgmt.com
iamdihealer,sHEiKh HeALeR 👳🏽‍♂️,"Kano, Nigeria",2015-01-30 19:44:51,37065,4735,83859,,FALSE,,FALSE,83728,https://t.co/evRs6km6FI,"Cule💙❤️ || IG: iamdihealer || I'm not who you know, I'm not who you wish || June 27"
Soundsultan,@soundsultan,"ÜT: 8.164828,4.256692",2009-04-15 3:12:19,992270,4713,2911,,FALSE,,TRUE,99466,https://t.co/gbhNGnwhqb,"U.N peace Ambassador, Oxfam Ambassador Africa, song writer,basketball business musician, , multi award winning NIGERIAN ARTISTE  Be the Light"
Aljazirahnewsng,Aljazirah Nigeria,Abuja,2013-12-21 22:16:59,58074,4582,182,,FALSE,,FALSE,30859,https://t.co/cD1JdM2mqO,"This is the official Twitter Handle of Aljazirah Nigeria Newspapers, the first in breaking the news around the world"
legitngnews,Legit.ng,"Lagos, Nigeria",2012-05-02 12:11:25,708104,4504,650,,FALSE,,TRUE,263935,https://t.co/SHcYlqHd6g,"https://t.co/HMyQ4xbDJC (ex https://t.co/6hySNB5pk0) – leading the way. We cover politics, business, sports, entertainment news&more to enrich Nigerians’ lives."
legitngnews,Legit.ng,"Lagos, Nigeria",2012-05-02 12:11:25,708132,4503,650,,FALSE,,TRUE,263933,https://t.co/SHcYlqHd6g,"https://t.co/HMyQ4xbDJC (ex https://t.co/6hySNB5pk0) – leading the way. We cover politics, business, sports, entertainment news&more to enrich Nigerians’ lives."
official2baba,IG: @official2baba,Nigeria,2009-08-19 0:42:24,2911052,4269,240,,FALSE,,TRUE,9333,https://t.co/CsKC2qlTG1,"International award winning musician from Nigeria.
UNHCR Goodwill Ambassador 
@Refugees 
#ONELOVERELIGION"
eLDeeTheDon,eLDee,"Georgia, USA",2009-06-06 22:04:46,982415,4261,2555,,FALSE,,TRUE,48024,https://t.co/wtxWVsJq51,"RE Investor, Podcaster, Musician, Cyclist."
marrgarritah,#NowThatYouReInHR,"Lagos, Nigeria.",2011-02-21 10:36:47,42866,4210,2661,,FALSE,,FALSE,516903,,HR Pro. #NowThatYouReInHR | A Cook | A Nora Roberts' Stan | In Love with Roarke&Eve | Potterhead | Feminazi | Hopeless Romantic | @Magzkitchen
bluegirlolu,Unilag's Finest ✨,Lagos,2019-08-11 4:14:38,161655,4205,18295,,FALSE,,FALSE,79554,,Proudly Nigerian 🇳🇬 || DM only for promotions
RealSeunKuti,Seun Anikulapo Kuti,"Lagos, Nigeria",2011-11-24 15:57:33,110861,4119,9404,,FALSE,,FALSE,199145,https://t.co/5QgvNVEQIz,"GRAMMY NOMINEE  
Night Dreamer is OUT NOW. Listen to it here: https://t.co/GRzne9CPSV"
AuntyAdaa,AUNTY ADA,,2012-09-26 12:07:26,250567,3935,3135,,FALSE,,FALSE,203706,,ADs and Promotions AuntyAdaa@gmail.com | https://t.co/lEILcI4BDE
Omojuwa,JJ. Omojuwa,Africa,2010-02-19 10:01:16,901983,3920,18250,,FALSE,,TRUE,565642,https://t.co/mLpDTDmkt1,🔺Author of @DGTLwealthbook . 🟡Order on Amazon https://t.co/nazDjj6TN4 🟥Behaviour Change @UCL Faculty of Brain Sciences ⬛️ @CheveningFCO scholar 🇳🇬
Omojuwa,JJ. Omojuwa,Africa,2010-02-19 10:01:16,901907,3920,18250,,FALSE,,TRUE,565641,https://t.co/mLpDTDmkt1,🔺Author of @DGTLwealthbook . 🟡Order on Amazon https://t.co/nazDjj6TN4 🟥Behaviour Change @UCL Faculty of Brain Sciences ⬛️ @CheveningFCO scholar 🇳🇬
nighealthwatch,Nigeria Health Watch,"Abuja, Nigeria",2009-05-24 13:21:08,89461,3830,33765,,FALSE,,TRUE,76968,http://t.co/4fFLrqSjl8,Putting health and healthcare at the forefront of the public agenda in Nigeria. Find out more at https://t.co/umRE8Ql78A
basket_mouth,Basketmouth,"ÜT: 6.424594,3.419401",2010-01-04 18:12:56,2003600,3649,428,,FALSE,,TRUE,9173,https://t.co/STxslCHAIQ,Basketmouth
PreciousChee,Smallieee ✨,"Lagos, Nigeria",2016-10-09 19:01:37,71401,3630,9488,,FALSE,,FALSE,85932,https://t.co/YPXHOypr7A,ASPIRING TO LIVING LIFE TO THE FULLEST ~ we’re automatically friends when you follow & checkout my business page @xtrasdotcom 😁
HenshawKate,Kate Henshaw,worldwide,2010-04-20 22:28:01,712027,3457,71489,,FALSE,,TRUE,172395,,"I believe in the father, son and holy spirit.
Sapiosexual. Intrepid"
Waconzy,WACONZY,United States,2009-04-08 1:26:28,109460,3447,3959,,FALSE,,TRUE,52607,https://t.co/ksVwIo7Ewq,"God 1st ☝️| Legendary Afrobeats / Afropop Musician | leader of waconzylites ❤
SUBSCRIBE TO MY YOUTUBE CHANNEL 👇👇"
iam_kcee,KCEE,Worldwide!!!!,2012-06-07 21:45:51,721403,3369,989,,FALSE,,TRUE,24190,https://t.co/9QeYUE7dV0,"Five star music Recording Artiste,Songwriter,.....For booking and enquiries call CHIDOZIE on +2348160056414 fivestarmusicng@gmail.com"
stelladamasus,Stella Damasus,New York | Atlanta | L.A |,2009-10-21 23:13:55,457504,3325,18474,,FALSE,,TRUE,37341,https://t.co/nHPg1iUgdP,Actor|Producer|African Ambivert|stelladamasus@gmail.com
PeterPsquare,Peter Okoye MrP,All Around The World,2009-06-14 4:31:08,2896241,3072,165,,FALSE,,TRUE,24352,https://t.co/0iwCYKJwJn,Musician/Entertainer/ businessman/ ZOOM CEO. For Bookings Contact Emem info@one1mgt.com
YeleSowore,Omoyele Sowore,New York,2013-01-01 4:27:23,206743,3029,42,,FALSE,,FALSE,38353,https://t.co/5X74KdFtyV,
BrymOlawale,Ọláwálé  Ọlọ́fọọ̀rọ̀,Earth,2009-08-14 0:35:48,410657,3026,6855,,FALSE,,TRUE,23087,https://t.co/g6HHgzy3ye,most powerful artiste in the world....tweets are rated 21+ ... follow link to HAPPINESS 👇
vanguardngrnews,Vanguard Newspapers,Nigeria,2009-05-14 11:36:29,2614570,2938,3268,,FALSE,,TRUE,508362,http://t.co/35wbjI46XF,"Latest news from Nigeria.
Politics, business, technology, style, entertainment."
THEBEAT979FM,THE BEAT 97.9 FM,"IBADAN, NIGERIA",2012-12-31 21:20:13,138200,2845,12213,,FALSE,,TRUE,349719,https://t.co/uytFk84hfX,"THE BEAT 97.9FM is THE HEART BEAT OF IBADAN. Tune in at home, office, car, and online. Email: info@thebeat97.com ☎️ 08052229007"
kachwanya,Kachwanya,"Nairobi, Kenya",2009-02-06 23:25:48,73621,2839,6362,,FALSE,,FALSE,66754,https://t.co/AjylkPFL4n,"-Technology in Africa - Tech Opinions, Gadget Reviews, and News Analysis. https://t.co/vvAqd4DkpX"
gtbank,Guaranty Trust Bank,"Lagos, Nigeria",2009-08-08 14:45:25,1606949,2829,1581,,FALSE,,TRUE,150758,https://t.co/VpFnxki4RQ,Enriching Lives Since 1990. Follow us for everything finance and how we empower communities. For complaints and enquiries tweet at @gtbank_help
Jessejagz,Jesse Garba Abaga,"Nigeria, Africa",2009-06-10 15:56:27,692294,2827,694,,FALSE,,TRUE,10196,https://t.co/1T8iiTyRpB,"JAGZNATION

contact Info: 
meetjessejagz@gmail.com 
+234 815 341 8276
https://t.co/hiCDekldWH"
bellanaija,BellaNaija,,2008-08-12 6:23:37,1658654,2801,355,,FALSE,,TRUE,181886,https://t.co/FsukKbQ2i3,"We LOVE Everything Fab & African - Fashion, Music, Movies & Weddings! Join us at https://t.co/tyyaqFkjVK | Twitter updates by the BN Squad."
bellanaija,BellaNaija,,2008-08-12 6:23:37,1658639,2801,355,,FALSE,,TRUE,181886,https://t.co/FsukKbQ2i3,"We LOVE Everything Fab & African - Fashion, Music, Movies & Weddings! Join us at https://t.co/tyyaqFkjVK | Twitter updates by the BN Squad."
GloWorld,Glo Nigeria,,2011-04-04 11:40:11,730475,2769,899,,FALSE,,TRUE,228710,https://t.co/tYlokRWwfY,"Welcome to GloWorld, a world with no limits. Be the 1st to know about our products, services & offers. For enquiries, queries & complaints, pls follow @GloCare"
IamDrSID,Dr SID,,2009-06-11 14:03:24,1158345,2679,2396,,FALSE,,TRUE,21650,https://t.co/URbgAJOsks,Contact: ☎️ +2349035113436 📧 bookings@zerogravityltd.com Epic Creator Code IAMDRSID use in the item store
IFM923,Inspiration FM 92.3,"Victoria Island, Lagos.",2012-06-03 15:44:49,129937,2677,7329,,FALSE,,FALSE,130818,https://t.co/CJ9SIuCdbj,"#YourNo1FamilyRadio 📻  


Call us live 👉☎️: 0700923923923   |


WhatsApp: 08173136193"
TiwaSavage,Tiwa Savage ⚔️,,2009-05-09 4:29:32,4201982,2669,604,,FALSE,,TRUE,36853,https://t.co/moWheVkK7b,Universal Music Group Vannessa.Amadi@va-pr.co.uk mekkamillions@gmail.com +234 808 719 2902
OgbeniDipo,Dr. Dípò Awójídé,England | Nigeria,2010-06-08 20:08:14,635193,2618,3891,,FALSE,,FALSE,190645,https://t.co/k7ZYFHofib,"Senior Lecturer in Strategy | Careers, MSME & Personal Development Coach | Founder @BTDTHub, @BTDTBizHub & @BTDTHomeTutors | #LinkedInTopVoices🇬🇧"
Yung6ix,Billi Bandz,Trapfro,2009-09-03 1:08:36,408427,2604,7050,,FALSE,,TRUE,90957,https://t.co/sRuR3UeCSi,Bookings and inquiries : hsworldwide@yahoo.com
Femiakuti,Femi Anikulapo-Kuti,"Lagos, Nigeria",2012-11-14 15:10:26,110832,2599,2044,,FALSE,,TRUE,47990,https://t.co/opedz8oF2B,Agents-U.S email tom@partisanarts.com tel-+14153316700 .Nigeria -08083042356 https://t.co/33lX1PoBOO
Lulu33_ZS,LULU👸👸,,2017-01-25 6:05:50,40676,2592,60383,,FALSE,,FALSE,28353,,
mrmanheree,AJ | Adonai 👑 (Vol 2),In The Hands Of God,2017-08-12 13:52:23,65797,2564,13207,,FALSE,,FALSE,73834,https://t.co/yG0RMlM06X,Rebirth | Pan African | Realist. | Madrid 🤍 + Chelsea 💙 |mradonaijonathan@gmail.com
MobilePunch,Punch Newspapers,"Lagos, Nigeria",2009-03-14 0:27:10,3377505,2552,322,,FALSE,,TRUE,422280,http://t.co/AFJHixaX8r,"This is the official Twitter handle of PUNCH Newspapers, the most widely read newspaper in Nigeria."
Osi_Suave,Cinderella Man,Lagos | Newyork,2009-10-31 23:21:38,153451,2550,3805,,FALSE,,TRUE,245966,https://t.co/xjHSbLxxnT,"The Jeff Gordon of Radio | Formula 1 Enthusiast | Best Selling Author | Host of the Morning Rush on The Beat 99.9fm Lagos.

osi@thebeat99.com"
AbangMercy,Mercy,"Berlin, New York, Abuja ",2009-10-03 12:29:02,57949,2532,9289,,FALSE,,FALSE,213908,https://t.co/XiTtTzuel5,"Journalist, Media Fixer I @UN Fellow |MBA, Berlin School of Business| Diversity must work in tandem with inclusion |BContact: M.Abang {at} https://t.co/RwiHDC5Eoi"
julietibrahim,Juliet Ibrahim,Ghana/Liberia/Nigeria,2009-06-03 20:25:02,451643,2453,16731,,FALSE,,TRUE,25250,https://t.co/reDnofRuuI,"ACTOR, AUTHOR, BRAND INFLUENCER, COMPERE, YOUTUBER, HOST, CONTENT CREATOR, PRODUCER   Email: bookjulietibrahim@gmail.com CALL +233244042757 / +2348157729057"
OfficialWaje,WAJE,Planet music,2009-06-03 13:10:02,569012,2449,4581,,FALSE,,TRUE,38722,https://t.co/kYeNnCu3hl,MULTI AWARD WINNING SONGSTRESS  bookings@thisiswaje.com 08054655555
iamdbanj,D'banj D Kokomaster,CREAM VILLE,2009-06-30 15:15:34,3264361,2427,1712,,FALSE,,TRUE,7234,https://t.co/OdETilY5zO,Entertainer | Entrepreneur | The Avant Garde
toluogunlesi,tolu ogunlesi,Lagos/Abuja [Nigeria],2009-03-10 12:11:22,621100,2378,26329,,FALSE,,TRUE,165338,https://t.co/NWVFGtf0xa,"Special Assistant to President @MBuhari on Digital and New Media | Head, @DigiCommsNG | Communications | Public Policy | Digital | Tweets Personal"
SashaPofficial,Sasha P,Global,2009-11-06 13:58:12,257583,2377,6904,,FALSE,,FALSE,35102,https://t.co/OLzaAITCjR,"First Lady of African Hip Hop | Culture Curator|
Founder @hardknockseries Talent development agency| 
@cornnationng Gourmet Corn Service |
 @eclecticbysasha"
ritaUdominic,Rita Dominic,"Lagos, Nigeria",2009-05-25 9:30:36,1111971,2301,3747,,FALSE,,TRUE,35981,https://t.co/kRHhYNkCCZ,Nollywood Actor/Co-founder The Audrey Silva Company/Producer - The Meeting. Follow me on Instagram- RitaDominic. Booking Contact: mildred@audreysilva.com
Karen_Igho,@KarenIgho,"Manhattan, NY",2011-07-10 19:13:49,253082,2278,131,,FALSE,,TRUE,33234,https://t.co/mH8v6IFYCb,"Winner of the 2011 Big Brother Africa, a TV personality, Actress,model and DSTV Ambassador. legal@karenigho.co.uk"
kemiadetiba,Kemi Adetiba,Nigeria/New York,2009-03-20 11:22:28,162686,2219,11792,,FALSE,,TRUE,111549,https://t.co/lFIRiOMMOQ,"They call me the ""Bruce Lee of Visuals"". Storyteller... Visual Troublemaker - Director: KING OF BOYS, THE WEDDING PARTY, KING WOMAN 📩contact@kemiadetiba.com"
MTNNG,MTN Nigeria,"MTN Plaza, Lagos, Nigeria",2009-08-27 11:32:35,1078689,2149,2393,,FALSE,,TRUE,54072,https://t.co/Iv6iJ5AHkl,"You are not mistaken.This is the official twitter page for MTN Nigeria. The Network of Life! Here for you, Here for life. #StayConnected"
illBlissGoretti,iLLBLISS OGA BOSS,Lagos Nigeria,2011-03-16 17:09:16,302293,2131,15237,,FALSE,,FALSE,99719,,OFFICIAL ILLBLISS TWiTTER ACCOUNT// INSTAGRAM- illBlissgoretti // E-Mail- illblissbookings@gmail.com/illblissofficial@gmail.com/iamugo001@gmail.com
MaDailyGist,MaDailyGist,"Lagos, Nigeria",2012-02-06 20:27:30,170752,2118,471,,FALSE,,FALSE,868168,http://t.co/QO8spwXjXF,"Online PR|Promotion of Upcoming Artist Music&Video |Entertainment News|Goods& Services Promo
For Adverts
Email :Madailygist@yahoo.com
Phone Number: 08125007822"
Falilatt_,Falilat,"Lagos, Nigeria",2018-06-30 17:02:26,113537,2088,20412,,FALSE,,FALSE,132504,,Live! Badmusfalilatt@gmail.com
magbedu,MaGbedu,"Lagos, Nigeria",2013-07-15 17:46:26,198559,2082,103,,FALSE,,FALSE,1133766,https://t.co/PogS5vKNHu,Online PR|Promotion of Upcoming Artist Music&Video |Entertainment News|Goods and Services Promo  For Adverts Email :Madailygist@yahoo.com
YulEdochie,Yul Edochie,In God's heart,2010-04-13 18:26:16,484294,2019,480,,FALSE,,TRUE,10227,,"God's Angel on earth.
Nigerian/Biafran Actor & Film Director. 
Politician.
Voice of the voiceless.
Email: yuledochieofficial@yahoo.com"
uchejombo,Uche Jombo Rodriguez,"Houston, TX / / Lagos Nigeria ",2009-08-21 0:09:41,897806,1960,3438,,FALSE,,TRUE,26920,https://t.co/R0CbXeWpnu,Actor|FilmMaker https://t.co/PemFSD15iQ ucheopportunity@gmail.com |📽|⚽️|🇳🇬|🇺🇸 |#MUFC| #MESSI
AnnieMacaulay1,AnnieMacaulay Idibia,Happy Place..,2010-06-13 12:40:56,230201,1949,446,,FALSE,,FALSE,10611,,"Nollywood Actress,Producer n Presenter...Ff me @annieidibia1 on instragram! Management call 08175795458 email naomiadenuga@gmail.co"
BankyW,Banky Wellington,"ÜT: 6.444257,3.427152",2009-05-19 8:00:03,3032307,1940,979,,FALSE,,TRUE,59552,https://t.co/j9zqnrSttg,"Music, Movies, Media, Marketing, Ministry, Politics & Philanthropy"
munachiabii,Munachi abii,Africa,2009-05-02 21:32:22,152587,1930,5318,,FALSE,,FALSE,45685,https://t.co/G7P4IWkbhy,"Most Beautiful Girl in Nigeria, FILM DIRECTOR,Model Coach , Writer, Musician, Actor, Artist, Tv host & ... honestly I am just a creative!"
Shoprite_NG,Shoprite Nigeria,Nigeria,2013-07-08 7:21:08,221800,1897,2750,,FALSE,,TRUE,17131,https://t.co/r6H4pe095s,"Official news and tweets from Shoprite Nigeria. Comment, ask and share your thoughts #ShopriteNigeria"
youngskales,SKALES,Nigeria,2009-10-07 14:07:49,705493,1887,15865,,FALSE,,TRUE,86511,https://t.co/TiyjS2BSM4,The #HealingProcessEP OUT NOW ❤🕊 / kollertunzent@gmail.com | +2348066851445
kktravelsStore,KKTravels Store,Nigeria,2012-05-30 15:13:54,158429,1876,9,,FALSE,,FALSE,675957,https://t.co/xg6HR30Xjw,Shop on Over 200+ US online Store and Have it Deliver to you at home | Buy your Dream Car directly US and have it Delivered to you
MoCheddaH,Mo CheddaH,www.mocheddah.co,2009-08-07 22:45:21,315465,1823,648,,FALSE,,FALSE,21891,https://t.co/JaLDrE4dEf,"multi award winning artiste, fashion designer, cosmetics"
DStvNg,DStv Nigeria,Nigeria,2010-05-01 15:52:43,228888,1799,2045,,FALSE,,TRUE,298928,https://t.co/wBIdhsUiPr,"The official twitter account of DStv Nigeria! Customer Service: @DStvNgCare  OR https://t.co/wBIdhsUiPr Call us: 09090630333, 07080630333, 08113630333"
funkeakindele,Funke Akindele Bello,Lagos/Nigeria,2010-12-28 13:14:29,1164111,1785,221,,FALSE,,TRUE,59645,https://t.co/bzBrCd6CSq,"THE OFFICIAL TWITTER ACCOUNT OF FUNKE AKINDELE.ACTRESS,MOVIE PRODUCER AND SCRIPT WRITER."
ThickLeeyonce,thickleeyonce,South Africa,2010-08-04 20:32:49,208009,1775,24357,,FALSE,,FALSE,152176,https://t.co/EH3wNTxbdO,Photographer| Plus size blogger & model | Body Positive | Clothing brand (LeeBex) co owner | email leeyonce@live.com
ChinkoTiger,KING OF DOINGS 🐅,"Lagos, Nigeria",2011-10-26 16:42:58,206536,1747,593,,FALSE,,TRUE,36573,https://t.co/9EUQb0A7Dl,TIGER | Indigenous Rap Artist | BOOKINGS: 📞 +35796856782 📧 bookingsfortiger@gmail.com
Wazobia_FM,Wazobia FM 95.1,Lagos,2011-08-30 11:39:25,1176372,1723,5785,,FALSE,,FALSE,254530,https://t.co/8Soka2uG7w,"Wazobia FM, the 1st Pidgin Radio Station In Nigeria."
beatsbysarz,Sarz Is Not Your Mate ⚡️,,2010-04-10 11:51:58,560365,1719,1637,,FALSE,,TRUE,24932,https://t.co/NGHcbw99JZ,booksarz@gmail.com
GbemiOO,Gbemi O-O,"Lagos ,Nigeria",2009-05-24 13:09:15,535835,1667,1290,,FALSE,,TRUE,68110,https://t.co/E4KKV96MlY,⏺Media Personality - The Beat 99.9FM  ⏺CEO Gbemisoke shoes.        ⏺Media Consultant- Speakerboxx LTD ⏹09095009908 for shoes
djkaywise,Okiki,"Lagos, Nigeria",2011-06-10 18:26:29,262678,1667,2305,,FALSE,,TRUE,54626,https://t.co/lNwW8QBjOl,☎ +2348087527948 📧 Bookdjkaywise@gmail.com
carolinespencer,Shosho Light,MERU  - Njuri Ncheke Street,2009-05-23 14:27:40,63725,1664,2350,,FALSE,,FALSE,220113,https://t.co/bBX1A8y5s6,"Chill, It's never that serious. 
issa joke 😭😆😂"
TheFavoredWoman,FOLA,"Lagos, Nigeria",2011-04-21 4:38:23,37674,1657,7073,,FALSE,,TRUE,111095,https://t.co/KH2NheI22Y,"Media Manager || @BRMC_NG || @NewsWireNGR|| @Ubumuntuartfest

   Africa First. Women First.

All views and opinions expressed here are mine only."
CandieModiselle,Candice Modiselle,"Joburg, South Africa",2011-07-12 8:45:17,266757,1638,14130,,FALSE,,FALSE,79315,,•God Approved•Presenter• Actress•Radio Host•VO Artist•Speaker•Wits BA Dramatic Arts Honours•Educator•Bookings: candicemodiselle@gmail.com
followlasg,The Lagos State Govt,"Lagos, Nigeria",2012-11-19 14:40:43,603458,1587,400,,FALSE,,TRUE,31029,https://t.co/5YrmkgogRl,"The official twitter account of the Lagos State Government.Get timely updates of news, tweets, photographs & videos about the activities of the State Government"
CoolFMNigeria,Cool FM Nigeria 96.9,Lagos,2010-02-24 14:02:32,1923580,1542,5159,,FALSE,,TRUE,699449,https://t.co/cLmNxdJayS,"Your #1 Hit Music Station! Join our Cool Community on IG: CoolFMLagos | FB: CoolFMNigeria | Periscope,Youtube & G+: CoolFMNigeria"
CoolFMNigeria,Cool FM Nigeria 96.9,Lagos,2010-02-24 14:02:32,1923534,1542,5159,,FALSE,,TRUE,699464,https://t.co/cLmNxdJayS,"Your #1 Hit Music Station! Join our Cool Community on IG: CoolFMLagos | FB: CoolFMNigeria | Periscope,Youtube & G+: CoolFMNigeria"
StanbicIBTC,Stanbic IBTC,Nigeria,2012-07-23 5:25:51,300589,1534,4195,,FALSE,,TRUE,89100,https://t.co/vDLwosaqxA,"No matter the size of your dream, always believe that #ItCanBe.
Slide into our DM, let’s get you closer to achieving it.
☎- 0700 909 909 909"
GenevieveNnaji1,Genevieve Nnaji MFR,Right here and now,2010-02-11 11:11:19,2308485,1512,1258,,FALSE,,TRUE,8010,,Artist
ikechukwuKillz,IKECHUKWU ONUNAKU,"Lagos, Nigeria. NYC",2009-06-01 13:42:03,213935,1507,6500,,FALSE,,FALSE,20954,https://t.co/vTDjjmtlAN,"💥💥💥
instagram: @official_ikechukwu 
 bookings: wfagoodies@gmail.com
https://t.co/T3R3VP5zR3"
